priority,issue_type,suggested_action,tag_example,row,country,store,status,note,google_name,google_link,detail
低,暂无评分评论,无需补评分；保留真实 place 链接，并在备注保留 【confirmed:no_reviews】,【confirmed:no_reviews】真实门店，暂无评分评论,68,英国,Camden Town,暂无评分评论,【confirmed:no_reviews】真实门店，暂无评分评论,Cotti Coffee-Camden Town,"https://www.google.com/maps/place/Cotti+Coffee-Camden+Town/@51.5387291,-0.1424515,3a,75y,90t/data=!3m7!1e2!3m5!1sCIABIhASOPX-S0Bm0JNaik3KfQZ8!2e10!3e12!7i3072!8i3200!4m11!1m2!2m1!1sCotti+Coffee+Camden+Town+United+Kingdom!3m7!1s0x48761b00108324c5:0xf72a409e4daaeb7d!8m2!3d51.5386401!4d-0.1427488!10e5!15sCidDb3R0aSBDb2ZmZWUgQ2FtZGVuIFRvd24gVW5pdGVkIEtpbmdkb21aKSInY290dGkgY29mZmVlIGNhbWRlbiB0b3duIHVuaXRlZCBraW5nZG9tkgEEY2FmZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNXNTRm94VGtSVk1IUlJVV3c1ZDFwdGVEVlVia0pQVFd0d1UxTkZSUkFC4AEA-gEECB8QPA!16s%2Fg%2F11yxyljzdj?entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",已人工标记为 暂无评分评论；后续周更会继续尝试但不作为高优先级失败
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,70,英国,Russell Square,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee Russell Square United Kingdom,Cotti Coffee - Russell Square,https://www.google.com/maps/search/Cotti+Coffee+Russell+Square+United+Kingdom,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,71,英国,Strutton Ground,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Strutton Ground,https://www.google.com/maps/search/Cotti+Coffee+Strutton+Ground+United+Kingdom,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,72,荷兰,Grote Markt,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee Grote Markt 荷兰,Cotti Coffee Grote Markt,https://www.google.com/maps/search/Cotti+Coffee+Grote+Markt+%E8%8D%B7%E5%85%B0,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,73,西班牙,Badal,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee Badal Spain,"Cotti Coffee-Carrer de Mar 101 4.9(93) · €1–10 Coffee shop ·  · Carrer de Mar, 101 Closed · Opens 9:30 AM ""Nice staff and gr",https://www.google.com/maps/search/Cotti+Coffee+Badal+Spain,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,74,西班牙,C.C. Màgic,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee-C.C. Màgic,https://www.google.com/maps/search/Cotti+Coffee+C.C.+M%C3%A0gic+Spain,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,75,西班牙,Canalejas,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Canalejas,https://www.google.com/maps/search/Cotti+Coffee+Canalejas+Spain,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,76,西班牙,Carrer de mar101,已查询,【confirmed:place】已验证真实 Google Maps 门店链接,Cotti Coffee-Carrer de Mar 101,https://www.google.com/maps/search/Cotti+Coffee+Carrer+de+mar101+Spain,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,78,西班牙,Maremagnum,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee Maremagnum Spain,Cotti Coffee-Maremagnum,https://www.google.com/maps/search/Cotti+Coffee+Maremagnum+Spain,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,79,西班牙,Plaça de Catalunya,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee-Plaça de Catalunya,https://www.google.com/maps/search/Cotti+Coffee+Pla%C3%A7a+de+Catalunya+Barcelona,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,80,西班牙,San Miguel,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - San Miguel,https://www.google.com/maps/search/Cotti+Coffee+San+Miguel+Spain,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,81,西班牙,Xanadu,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee Xanadu Spain,Cotti Coffee Xanadu Spain Available filters for this search Learn more about legal disclosure regarding public reviews on Goo,https://www.google.com/maps/search/Cotti+Coffee+Xanadu+Spain,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,82,中国澳门,南灣店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-南灣店,https://www.google.com/maps/search/Cotti+Coffee+%E5%8D%97%E7%81%A3%E5%BA%97+%E4%B8%AD%E5%9B%BD%E6%BE%B3%E9%97%A8,建议人工确认真实 place 链接
低,暂无评分评论,无需补评分；保留真实 place 链接，并在备注保留 【confirmed:no_reviews】,【confirmed:no_reviews】真实门店，暂无评分评论,83,中国澳门,澳門大學店,暂无评分评论,【confirmed:no_reviews】真实门店，暂无评分评论,Cotti Coffee 庫迪咖啡-澳門大學店,"https://www.google.com/maps/place/Cotti+Coffee+%E5%BA%AB%E8%BF%AA%E5%92%96%E5%95%A1-%E6%BE%B3%E9%96%80%E5%A4%A7%E5%AD%B8%E5%BA%97/@22.127617,113.5490381,17z/data=!3m1!4b1!4m6!3m5!1s0x34017100366da9f7:0xa8f8e67ab96e6d79!8m2!3d22.127617!4d113.551613!16s%2Fg%2F11nb4l6kvg?entry=ttu",已人工标记为 暂无评分评论；后续周更会继续尝试但不作为高优先级失败
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,84,中国澳门,皇朝環宇豪庭店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E7%9A%87%E6%9C%9D%E7%92%B0%E5%AE%87%E8%B1%AA%E5%BA%AD%E5%BA%97+%E4%B8%AD%E5%9B%BD%E6%BE%B3%E9%97%A8,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,84,中国澳门,皇朝環宇豪庭店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E7%9A%87%E6%9C%9D%E7%92%B0%E5%AE%87%E8%B1%AA%E5%BA%AD%E5%BA%97+%E4%B8%AD%E5%9B%BD%E6%BE%B3%E9%97%A8,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,85,中国香港,上環金龍中心店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E4%B8%8A%E7%92%B0%E9%87%91%E9%BE%8D%E4%B8%AD%E5%BF%83%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,85,中国香港,上環金龍中心店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E4%B8%8A%E7%92%B0%E9%87%91%E9%BE%8D%E4%B8%AD%E5%BF%83%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,86,中国香港,九龍貿易中心店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-九龍貿易中心店,https://www.google.com/maps/search/Cotti+Coffee+%E4%B9%9D%E9%BE%8D%E8%B2%BF%E6%98%93%E4%B8%AD%E5%BF%83%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,87,中国香港,厚德商場店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-厚德商場店,https://www.google.com/maps/search/Cotti+Coffee+%E5%8E%9A%E5%BE%B7%E5%95%86%E5%A0%B4%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,89,中国香港,宏利金融中心店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E5%AE%8F%E5%88%A9%E9%87%91%E8%9E%8D%E4%B8%AD%E5%BF%83%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,89,中国香港,宏利金融中心店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E5%AE%8F%E5%88%A9%E9%87%91%E8%9E%8D%E4%B8%AD%E5%BF%83%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,90,中国香港,彩明商場店,已查询,搜索结果第一条命中，建议抽查,"Cotti Coffee 庫迪咖啡-新都城中心二期商場店 5.0(1) 咖啡馆 · Yan King Rd, 8號新都城中心二期商場1018-1019 Open · Closes 10 PM Dine-in Cotti Coffee 庫迪咖啡-厚德商",https://www.google.com/maps/search/Cotti+Coffee+%E5%BD%A9%E6%98%8E%E5%95%86%E5%A0%B4%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,91,中国香港,新都城中心二期商場店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-新都城中心二期商場店,https://www.google.com/maps/search/Cotti+Coffee+%E6%96%B0%E9%83%BD%E5%9F%8E%E4%B8%AD%E5%BF%83%E4%BA%8C%E6%9C%9F%E5%95%86%E5%A0%B4%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,92,中国香港,會展灣景中心店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡 -會展灣景中心店,https://www.google.com/maps/search/Cotti+Coffee+%E6%9C%83%E5%B1%95%E7%81%A3%E6%99%AF%E4%B8%AD%E5%BF%83%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,93,中国香港,灣仔裕安大廈店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-灣仔裕安大廈店,https://www.google.com/maps/search/Cotti+Coffee+%E7%81%A3%E4%BB%94%E8%A3%95%E5%AE%89%E5%A4%A7%E5%BB%88%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,94,中国香港,牛頭角鴻圖中心店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-牛頭角鴻圖中心店,https://www.google.com/maps/search/Cotti+Coffee+%E7%89%9B%E9%A0%AD%E8%A7%92%E9%B4%BB%E5%9C%96%E4%B8%AD%E5%BF%83%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,96,中国香港,銅鑼灣信和廣場店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-銅鑼灣信和廣場店,https://www.google.com/maps/search/Cotti+Coffee+%E9%8A%85%E9%91%BC%E7%81%A3%E4%BF%A1%E5%92%8C%E5%BB%A3%E5%A0%B4%E5%BA%97+%E4%B8%AD%E5%9B%BD%E9%A6%99%E6%B8%AF,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,97,印度尼西亚,Aeon Mall Tj. Barat,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Aeon Mall Tj. Barat,https://www.google.com/maps/search/Cotti+Coffee+Aeon+Mall+Tj.+Barat+Indonesia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,100,印度尼西亚,Bintaro,需人工核对,【reject】评论数低于原累计评论数（原 140 → 本次 139），疑似抓取错误,Cotti Coffee - Bintaro,https://www.google.com/maps/search/Cotti+Coffee+Bintaro+Indonesia,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,100,印度尼西亚,Bintaro,需人工核对,【reject】评论数低于原累计评论数（原 140 → 本次 139），疑似抓取错误,Cotti Coffee - Bintaro,https://www.google.com/maps/search/Cotti+Coffee+Bintaro+Indonesia,请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,100,印度尼西亚,Bintaro,需人工核对,【reject】评论数低于原累计评论数（原 140 → 本次 139），疑似抓取错误,Cotti Coffee - Bintaro,https://www.google.com/maps/search/Cotti+Coffee+Bintaro+Indonesia,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,101,印度尼西亚,Bintaro Jaya Xchange 2,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Bintaro+Jaya+Xchange+2+Indonesia,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,101,印度尼西亚,Bintaro Jaya Xchange 2,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Bintaro+Jaya+Xchange+2+Indonesia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,106,印度尼西亚,Diara Hotel Cileungsi,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Diara Hotel Cileungsi,https://www.google.com/maps/search/Cotti+Coffee+Diara+Hotel+Cileungsi+Indonesia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,113,印度尼西亚,ITC Roxy Mas,需人工核对,【reject】评论数低于原累计评论数（原 27 → 本次 26），疑似抓取错误,COTTI COFFEE - ITC Roxy Mas,"https://www.google.com/maps/place/COTTI+COFFEE+-+ITC+Roxy+Mas/@-6.1668476,106.8034323,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7006e71c4ef:0x2ee5f22c8dc7a15a!8m2!3d-6.1668476!4d106.8034323!16s%2Fg%2F11vpz0ghqg?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,113,印度尼西亚,ITC Roxy Mas,需人工核对,【reject】评论数低于原累计评论数（原 27 → 本次 26），疑似抓取错误,COTTI COFFEE - ITC Roxy Mas,"https://www.google.com/maps/place/COTTI+COFFEE+-+ITC+Roxy+Mas/@-6.1668476,106.8034323,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7006e71c4ef:0x2ee5f22c8dc7a15a!8m2!3d-6.1668476!4d106.8034323!16s%2Fg%2F11vpz0ghqg?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,114,印度尼西亚,Icon Bali Mall,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE - Icon Bali Mall,https://www.google.com/maps/search/Cotti+Coffee+Icon+Bali+Mall+Indonesia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,116,印度尼西亚,Kelapa Dua Depok,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE - Kelapa Dua Depok,https://www.google.com/maps/search/Cotti+Coffee+Kelapa+Dua+Depok+Indonesia,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,119,印度尼西亚,Kuningan City Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Kuningan+City+Mall+Indonesia,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,119,印度尼西亚,Kuningan City Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Kuningan+City+Mall+Indonesia,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,121,印度尼西亚,Living World,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@-6.2443876,106.653631,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69fb005c00bb6d:0x13a81606db7d4dab!8m2!3d-6.2443876!4d106.653631!16s%2Fg%2F11wh6d4ms4?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,122,印度尼西亚,Mall Artha Gading,需人工核对,【reject】评论数低于原累计评论数（原 58 → 本次 56），疑似抓取错误,COTTI COFFEE - Artha Gading,"https://www.google.com/maps/place/COTTI+COFFEE+-+Artha+Gading/@-6.1457739,106.8919187,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f50027028f2f:0xdae59b3864fee602!8m2!3d-6.1457739!4d106.8919187!16s%2Fg%2F11y9rd8tdy?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,122,印度尼西亚,Mall Artha Gading,需人工核对,【reject】评论数低于原累计评论数（原 58 → 本次 56），疑似抓取错误,COTTI COFFEE - Artha Gading,"https://www.google.com/maps/place/COTTI+COFFEE+-+Artha+Gading/@-6.1457739,106.8919187,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f50027028f2f:0xdae59b3864fee602!8m2!3d-6.1457739!4d106.8919187!16s%2Fg%2F11y9rd8tdy?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",请确认是否已进入负样本库
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,124,印度尼西亚,Menara 165,需人工核对,【reject】评论数低于原累计评论数（原 23 → 本次 22），疑似抓取错误,Cotti Coffee - Menara 165,"https://www.google.com/maps/place/Cotti+Coffee+-+Menara+165/@-6.2907984,106.8095819,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f100484e593f:0xd88a076d7b208cb6!8m2!3d-6.2907984!4d106.8095819!16s%2Fg%2F11xtcfhpd4?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,124,印度尼西亚,Menara 165,需人工核对,【reject】评论数低于原累计评论数（原 23 → 本次 22），疑似抓取错误,Cotti Coffee - Menara 165,"https://www.google.com/maps/place/Cotti+Coffee+-+Menara+165/@-6.2907984,106.8095819,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f100484e593f:0xd88a076d7b208cb6!8m2!3d-6.2907984!4d106.8095819!16s%2Fg%2F11xtcfhpd4?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,127,印度尼西亚,Menara Jamsostek,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE - Menara Jamsostek,https://www.google.com/maps/search/Cotti+Coffee+Menara+Jamsostek+Indonesia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,128,印度尼西亚,PHGolf MTown,需人工核对,"Error: Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL Call log: - navigating to ""google.com/maps/place/Cotti+Coffee+-+PHGolf_MTown/@-2.9326481,115.8074779,6z/data=!4m10!1m2!2m1!1sCotti+Coffee+PHGolf+MTown+Indonesia!3m6!1s0x2e69fb003f8dc04b:0x5ad730ae6b633c89!8m2!3d-6.2442283!4d106.6333373!15sCiBDb3R0aSBDb2ZmZWUgR29sZiBUb3duIEluZG9uZXNpYVoiIiBjb3R0aSBjb2ZmZWUgZ29sZiB0b3duIGluZG9uZXNpYZIBC2NvZmZlZV9zaG9wmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1V1prMXJkR3hWVms1SlZtdDRNVkp0VG5sYU0yZ3daRE5hVEdNeFJSQULgAQD6AQQIABAr!16s%2Fg%2F11x0llnpny?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"", waiting until ""commit"" ；HTTP兜底无可用结构化数据",COTTI COFFEE - Menara Jamsostek,"https://www.google.com/maps/place/COTTI+COFFEE+-+Menara+Jamsostek/@-6.233466,106.8217098,3a,75y,90t/data=!3m8!1e2!3m6!1sCIHM0ogKEICAgICfx_u77QE!2e10!3e12!6shttps:%2F%2Flh3.googleusercontent.com%2Fgps-cs-s%2FAPNQkAFPa7dic8MvUa7OpFEzw19fAUnHl_g4qo7VNIwCoJslS0ZDRsyFFHOwUlS9f9jvnlqjqCBNrcC9bXWPfPH1oZvG9Y-VcrwJUbvvRnfajCmBV2OjjbXJDj9_OtjONPpXd8ElGDmDDQ%3Dw86-h114-k-no!7i3000!8i4000!4m7!3m6!1s0x2e69f300362e3517:0xb6165f3af402e39c!8m2!3d-6.2336183!4d106.8215979!10e5!16s%2Fg%2F11wp03j2xt?entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,137,印度尼西亚,Rest Area KM 21 B,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@-6.434931,106.8935129,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69eb003a04113f:0x437d6039daa8a377!8m2!3d-6.434931!4d106.8935129!16s%2Fg%2F11x0dkwqb2?entry=ttu",名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,139,印度尼西亚,Rukan Cordoba PIK 1,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE-Rukan Cordoba PIK 1,https://www.google.com/maps/search/Cotti+Coffee+Rukan+Cordoba+PIK+1+Indonesia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,141,印度尼西亚,Ruko MOI,需人工核对,【reject】评论数低于原累计评论数（原 36 → 本次 32），疑似抓取错误,Cotti Coffee (库迪咖啡) - Mall Of Indonesia,"https://www.google.com/maps/place/Cotti+Coffee+(%E5%BA%93%E8%BF%AA%E5%92%96%E5%95%A1)+-+Mall+Of+Indonesia/@-6.1496909,106.8913758,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5004e042d61:0xa5df8dd7219a1cd0!8m2!3d-6.1496909!4d106.8913758!16s%2Fg%2F11wxfk11mk?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,141,印度尼西亚,Ruko MOI,需人工核对,【reject】评论数低于原累计评论数（原 36 → 本次 32），疑似抓取错误,Cotti Coffee (库迪咖啡) - Mall Of Indonesia,"https://www.google.com/maps/place/Cotti+Coffee+(%E5%BA%93%E8%BF%AA%E5%92%96%E5%95%A1)+-+Mall+Of+Indonesia/@-6.1496909,106.8913758,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5004e042d61:0xa5df8dd7219a1cd0!8m2!3d-6.1496909!4d106.8913758!16s%2Fg%2F11wxfk11mk?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",请确认是否已进入负样本库
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,143,印度尼西亚,Ruko Meruya Selatan,需人工核对,【reject】评论数低于原累计评论数（原 100 → 本次 99），疑似抓取错误,Cotti Coffee - Ruko Meruya Selatan,https://www.google.com/maps/search/Cotti+Coffee+Ruko+Meruya+Selatan+Indonesia,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,143,印度尼西亚,Ruko Meruya Selatan,需人工核对,【reject】评论数低于原累计评论数（原 100 → 本次 99），疑似抓取错误,Cotti Coffee - Ruko Meruya Selatan,https://www.google.com/maps/search/Cotti+Coffee+Ruko+Meruya+Selatan+Indonesia,请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,143,印度尼西亚,Ruko Meruya Selatan,需人工核对,【reject】评论数低于原累计评论数（原 100 → 本次 99），疑似抓取错误,Cotti Coffee - Ruko Meruya Selatan,https://www.google.com/maps/search/Cotti+Coffee+Ruko+Meruya+Selatan+Indonesia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,146,印度尼西亚,Senayan Park,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Senayan Park,https://www.google.com/maps/search/Cotti+Coffee+Senayan+Park+Indonesia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,150,印度尼西亚,Talavera Office Park,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Talavera Office Park,https://www.google.com/maps/search/Cotti+Coffee+Talavera+Office+Park+Indonesia,建议人工确认真实 place 链接
