priority,issue_type,suggested_action,tag_example,row,country,store,status,note,google_name,google_link,detail
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,322,卡塔尔,Ezdan Mall Al Wakra,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Ezdan+Mall+Al+Wakra+%E5%8D%A1%E5%A1%94%E5%B0%94,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,322,卡塔尔,Ezdan Mall Al Wakra,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Ezdan+Mall+Al+Wakra+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,322,卡塔尔,Ezdan Mall Al Wakra,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Ezdan+Mall+Al+Wakra+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,323,卡塔尔,Gewan Island Qatar,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Gewan Island Qatar,https://www.google.com/maps/search/Cotti+Coffee+Gewan+Island+Qatar+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,323,卡塔尔,Gewan Island Qatar,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Gewan Island Qatar,https://www.google.com/maps/search/Cotti+Coffee+Gewan+Island+Qatar+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,324,卡塔尔,Gulf Mall Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Gulf Mall Doha,https://www.google.com/maps/search/Cotti+Coffee+Gulf+Mall+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,324,卡塔尔,Gulf Mall Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Gulf Mall Doha,https://www.google.com/maps/search/Cotti+Coffee+Gulf+Mall+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,325,卡塔尔,Lagoona Mall Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Lagoona Mall Doha,https://www.google.com/maps/search/Cotti+Coffee+Lagoona+Mall+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,325,卡塔尔,Lagoona Mall Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Lagoona Mall Doha,https://www.google.com/maps/search/Cotti+Coffee+Lagoona+Mall+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,326,卡塔尔,Lulu Al Hilal,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Lulu Al Hilal,https://www.google.com/maps/search/Cotti+Coffee+Lulu+Al+Hilal+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,326,卡塔尔,Lulu Al Hilal,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Lulu Al Hilal,https://www.google.com/maps/search/Cotti+Coffee+Lulu+Al+Hilal+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,327,卡塔尔,Lulu Barwa Madinatna,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Lulu Al Hilal,https://www.google.com/maps/search/Cotti+Coffee+Lulu+Barwa+Madinatna+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,327,卡塔尔,Lulu Barwa Madinatna,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Lulu Al Hilal,https://www.google.com/maps/search/Cotti+Coffee+Lulu+Barwa+Madinatna+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,328,卡塔尔,Mall of Qatar,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Mall Of Qatar,https://www.google.com/maps/search/Cotti+Coffee+Mall+of+Qatar+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,328,卡塔尔,Mall of Qatar,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Mall Of Qatar,https://www.google.com/maps/search/Cotti+Coffee+Mall+of+Qatar+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,329,卡塔尔,New Rayyan Woqod,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - New Rayyan Woqod,https://www.google.com/maps/search/Cotti+Coffee+New+Rayyan+Woqod+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,329,卡塔尔,New Rayyan Woqod,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - New Rayyan Woqod,https://www.google.com/maps/search/Cotti+Coffee+New+Rayyan+Woqod+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,330,卡塔尔,Qanat Quatier The Pearl,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Qanat Quatier The Pearl,https://www.google.com/maps/search/Cotti+Coffee+Qanat+Quatier+The+Pearl+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,330,卡塔尔,Qanat Quatier The Pearl,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Qanat Quatier The Pearl,https://www.google.com/maps/search/Cotti+Coffee+Qanat+Quatier+The+Pearl+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,331,卡塔尔,Qatar University Metro Station,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Gewan Island Qatar,https://www.google.com/maps/search/Cotti+Coffee+Qatar+University+Metro+Station+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,331,卡塔尔,Qatar University Metro Station,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Gewan Island Qatar,https://www.google.com/maps/search/Cotti+Coffee+Qatar+University+Metro+Station+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,332,卡塔尔,Tawar Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Tawar Mall,https://www.google.com/maps/search/Cotti+Coffee+Tawar+Mall+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,332,卡塔尔,Tawar Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Tawar Mall,https://www.google.com/maps/search/Cotti+Coffee+Tawar+Mall+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,333,卡塔尔,Tornado Dune Plaza Doha,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE -Tornado Dune Plaza,https://www.google.com/maps/search/Cotti+Coffee+Tornado+Dune+Plaza+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,333,卡塔尔,Tornado Dune Plaza Doha,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE -Tornado Dune Plaza,https://www.google.com/maps/search/Cotti+Coffee+Tornado+Dune+Plaza+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,334,卡塔尔,Tourist Hotel,已查询,搜索结果第一条命中，建议抽查,"Cotti Coffee - City Center Doha 4.5(178) · QAR 1–50 咖啡店 · City Center Doha Shopping Mall, Conference Centre Open · Closes 12:",https://www.google.com/maps/search/Cotti+Coffee+%22Tourisaint+Hotel%22+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,334,卡塔尔,Tourist Hotel,已查询,搜索结果第一条命中，建议抽查,"Cotti Coffee - City Center Doha 4.5(178) · QAR 1–50 咖啡店 · City Center Doha Shopping Mall, Conference Centre Open · Closes 12:",https://www.google.com/maps/search/Cotti+Coffee+%22Tourisaint+Hotel%22+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,335,卡塔尔,UDC Tower Doha,已查询,,Cotti Coffee - UDC Tower Doha,"https://www.google.com/maps/place/Cotti+Coffee+-+UDC+Tower+Doha/@25.3712891,51.5331021,17z/data=!3m1!4b1!4m6!3m5!1s0x3e45c30018d606c5:0x8f682a1ff03ab7e4!8m2!3d25.3712891!4d51.5331021!16s%2Fg%2F11lv4vfppc?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,336,卡塔尔,West Walk Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - West Walk Doha,https://www.google.com/maps/search/Cotti+Coffee+West+Walk+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,336,卡塔尔,West Walk Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - West Walk Doha,https://www.google.com/maps/search/Cotti+Coffee+West+Walk+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,337,卡塔尔,Woqod Al Wakra,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Woqod Al Wakra,https://www.google.com/maps/search/Cotti+Coffee+Woqod+Al+Wakra+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,337,卡塔尔,Woqod Al Wakra,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Woqod Al Wakra,https://www.google.com/maps/search/Cotti+Coffee+Woqod+Al+Wakra+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,338,卡塔尔,Woqod Wadi Al Banat,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Woqod Wadi Al Banat,https://www.google.com/maps/search/Cotti+Coffee+Woqod+Wadi+Al+Banat+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,338,卡塔尔,Woqod Wadi Al Banat,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Woqod Wadi Al Banat,https://www.google.com/maps/search/Cotti+Coffee+Woqod+Wadi+Al+Banat+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,340,印度尼西亚,FX Sudirman,已查询,,Cotti Coffee - FX Sudirman,"https://www.google.com/maps/place/Cotti+Coffee+-+FX+Sudirman/@-6.2246039,106.80401,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f17230f149e3:0x37d6f7575f7e0c2!8m2!3d-6.2246039!4d106.80401!16s%2Fg%2F11x2v6lwpj?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,342,越南,Golden Plaza,需人工核对,「reject」门店名称疑似非 Cotti，可能误命中其它POI（解析到: - Golden Plaza）；建议加 --headful 补跑本行。,暂停营业,"https://www.google.com/maps/place/-+Golden+Plaza/@10.7534574,106.5723192,12z/data=!4m10!1m2!2m1!1sGolden+Plaza+cotti!3m6!1s0x31752f001f384c81:0x32c35db199c380dd!8m2!3d10.7530064!4d106.655033!15sChJHb2xkZW4gUGxhemEgY290dGlaFCISZ29sZGVuIHBsYXphIGNvdHRpkgELY29mZmVlX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXpPVWxoVWpSQlJSQULgAQD6AQQIABAs!16s%2Fg%2F11wh1sz6fg?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,342,越南,Golden Plaza,需人工核对,「reject」门店名称疑似非 Cotti，可能误命中其它POI（解析到: - Golden Plaza）；建议加 --headful 补跑本行。,暂停营业,"https://www.google.com/maps/place/-+Golden+Plaza/@10.7534574,106.5723192,12z/data=!4m10!1m2!2m1!1sGolden+Plaza+cotti!3m6!1s0x31752f001f384c81:0x32c35db199c380dd!8m2!3d10.7530064!4d106.655033!15sChJHb2xkZW4gUGxhemEgY290dGlaFCISZ29sZGVuIHBsYXphIGNvdHRpkgELY29mZmVlX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXpPVWxoVWpSQlJSQULgAQD6AQQIABAs!16s%2Fg%2F11wh1sz6fg?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",请确认是否已进入负样本库
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,342,越南,Golden Plaza,需人工核对,「reject」门店名称疑似非 Cotti，可能误命中其它POI（解析到: - Golden Plaza）；建议加 --headful 补跑本行。,暂停营业,"https://www.google.com/maps/place/-+Golden+Plaza/@10.7534574,106.5723192,12z/data=!4m10!1m2!2m1!1sGolden+Plaza+cotti!3m6!1s0x31752f001f384c81:0x32c35db199c380dd!8m2!3d10.7530064!4d106.655033!15sChJHb2xkZW4gUGxhemEgY290dGlaFCISZ29sZGVuIHBsYXphIGNvdHRpkgELY29mZmVlX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXpPVWxoVWpSQlJSQULgAQD6AQQIABAs!16s%2Fg%2F11wh1sz6fg?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,343,越南,Võ Văn Tần,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE - VÕ VĂN TẦN,https://www.google.com/maps/search/Cotti+Coffee+V%C3%B5+V%C4%83n+T%E1%BA%A7n+Vietnam,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,343,越南,Võ Văn Tần,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE - VÕ VĂN TẦN,https://www.google.com/maps/search/Cotti+Coffee+V%C3%B5+V%C4%83n+T%E1%BA%A7n+Vietnam,主表有但底表没有；默认周更不再抓取
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,344,印度尼西亚,Cipete Raya,已查询,,COTTI COFFEE-Cipete Raya,"https://www.google.com/maps/place/COTTI+COFFEE-Cipete+Raya/@-6.2775626,106.8015531,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f100179e82b1:0xea8b513387181987!8m2!3d-6.2775626!4d106.8015531!16s%2Fg%2F11vm5xqzf2?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,345,印度尼西亚,Nusa Corner,已查询,,Cotti Coffee - Nusa Corner,"https://www.google.com/maps/place/Cotti+Coffee+-+Nusa+Corner/@-6.2082885,106.8211798,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5f9051945af:0x94de513f8770ffd6!8m2!3d-6.2082885!4d106.8211798!16s%2Fg%2F11ygs0rhg1?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,346,日本,心斎橋店,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@34.6775308,135.5015425,17z/data=!3m1!4b1!4m6!3m5!1s0x6000e70016b277d9:0xe7a70d41d8523349!8m2!3d34.6775308!4d135.5015425!16s%2Fg%2F11vr2f4gs7?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,346,日本,心斎橋店,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@34.6775308,135.5015425,17z/data=!3m1!4b1!4m6!3m5!1s0x6000e70016b277d9:0xe7a70d41d8523349!8m2!3d34.6775308!4d135.5015425!16s%2Fg%2F11vr2f4gs7?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,347,日本,難波店,需人工核对,门店名称疑似非 Cotti，可能误命中其它POI（解析到: Results）；建议加 --headful 补跑本行。,,"google.com/maps/place/Cotti+Coffee+大阪難波店+コッティコーヒー/@35.1962641,137.6331062,8z/data=!4m10!1m2!2m1!1zQ290dGkgQ29mZmVlIOmbo-azouW6lyBKYXBhbg!3m6!1s0x6000e7a18b2152e9:0xbfacc9ba3fd1e8d8!8m2!3d34.6690893!4d135.4936538!15sChxDb3R0aSBDb2ZmZWUg6Zuj5rOi5bqXIEphcGFuWh8iHWNvdHRpIGNvZmZlZSDpm6Pms6Ig5bqXIGphcGFukgEEY2FmZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyczFkV0ZVVG05UFNGWTFaVmRLUkZScmNGbGtNVm93V201V1ZWVkdSUkFC4AEA-gEECAAQFw!16s%2Fg%2F11mdv_n324?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,347,日本,難波店,需人工核对,门店名称疑似非 Cotti，可能误命中其它POI（解析到: Results）；建议加 --headful 补跑本行。,,"google.com/maps/place/Cotti+Coffee+大阪難波店+コッティコーヒー/@35.1962641,137.6331062,8z/data=!4m10!1m2!2m1!1zQ290dGkgQ29mZmVlIOmbo-azouW6lyBKYXBhbg!3m6!1s0x6000e7a18b2152e9:0xbfacc9ba3fd1e8d8!8m2!3d34.6690893!4d135.4936538!15sChxDb3R0aSBDb2ZmZWUg6Zuj5rOi5bqXIEphcGFuWh8iHWNvdHRpIGNvZmZlZSDpm6Pms6Ig5bqXIGphcGFukgEEY2FmZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyczFkV0ZVVG05UFNGWTFaVmRLUkZScmNGbGtNVm93V201V1ZWVkdSUkFC4AEA-gEECAAQFw!16s%2Fg%2F11mdv_n324?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,348,日本,宗右衛門店,已查询,补漏query命中: Cotti Coffee 宗右衛門店 Japan,Cotti Coffee 大阪宗右衛門店 コッティコーヒー,"https://www.google.com/maps/place/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E5%AE%97%E5%8F%B3%E8%A1%9B%E9%96%80%E5%BA%97+%E3%82%B3%E3%83%83%E3%83%86%E3%82%A3%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC/@34.6702321,135.5059983,17z/data=!3m1!4b1!4m6!3m5!1s0x6000e7ecf721d561:0x34fe50b74788e5cf!8m2!3d34.6702321!4d135.5059983!16s%2Fg%2F11zhrvp63w?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,349,澳大利亚,Eastgardens,需人工核对,门店名称疑似非 Cotti，可能误命中其它POI（解析到: Results）；建议加 --headful 补跑本行。,,https://www.google.com/maps/search/Cotti+Coffee+Eastgardens+Australia,当前状态需要人工确认
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,349,澳大利亚,Eastgardens,需人工核对,门店名称疑似非 Cotti，可能误命中其它POI（解析到: Results）；建议加 --headful 补跑本行。,,https://www.google.com/maps/search/Cotti+Coffee+Eastgardens+Australia,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,349,澳大利亚,Eastgardens,需人工核对,门店名称疑似非 Cotti，可能误命中其它POI（解析到: Results）；建议加 --headful 补跑本行。,,https://www.google.com/maps/search/Cotti+Coffee+Eastgardens+Australia,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,350,美国,chinatown,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee chinatown United States,Cotti Coffee - Chinatown,https://www.google.com/maps/search/Cotti+Coffee+chinatown+United+States,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,350,美国,chinatown,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee chinatown United States,Cotti Coffee - Chinatown,https://www.google.com/maps/search/Cotti+Coffee+chinatown+United+States,主表有但底表没有；默认周更不再抓取
